utterance_id,Source,Target
11-MUL2090,s-47,u-59
12-MUL2090,u-59,s-21
0-SNG0196,u-57,s-53
1-SNG0196,s-53,u-57
2-SNG0196,u-57,s-40
0-SNG02310,u-20,s-12
1-SNG02310,s-12,u-13
2-SNG02310,u-13,s-56
3-SNG02310,s-56,u-59
4-SNG02310,u-59,s-61
0-SNG0415,u-61,s-4
1-SNG0415,s-4,u-53
2-SNG0415,u-53,s-1
3-SNG0415,s-1,u-0
4-SNG0415,u-0,s-44
5-SNG0415,s-44,u-65
6-SNG0415,u-65,s-61
0-PMUL1189,u-56,s-53
1-PMUL1189,s-53,u-43
2-PMUL1189,u-43,s-4
3-PMUL1189,s-4,u-67
4-PMUL1189,u-67,s-66
5-PMUL1189,s-66,u-2
6-PMUL1189,u-2,s-57
7-PMUL1189,s-57,u-10
8-PMUL1189,u-10,s-61
9-PMUL1189,s-61,u-15
10-PMUL1189,u-15,s-57
11-PMUL1189,s-57,u-57
12-PMUL1189,u-57,s-66
13-PMUL1189,s-66,u-82
14-PMUL1189,u-82,s-66
15-PMUL1189,s-66,u-59
16-PMUL1189,u-59,s-37
0-SNG0544,u-51,s-10
1-SNG0544,s-10,u-70
2-SNG0544,u-70,s-66
3-SNG0544,s-66,u-31
4-SNG0544,u-31,s-71
0-PMUL4844,u-4,s-55
1-PMUL4844,s-55,u-57
2-PMUL4844,u-57,s-71
3-PMUL4844,s-71,u-14
4-PMUL4844,u-14,s-38
5-PMUL4844,s-38,u-77
6-PMUL4844,u-77,s-46
7-PMUL4844,s-46,u-58
8-PMUL4844,u-58,s-71
0-PMUL3569,u-72,s-50
1-PMUL3569,s-50,u-49
2-PMUL3569,u-49,s-30
3-PMUL3569,s-30,u-59
4-PMUL3569,u-59,s-1
0-PMUL1725,u-0,s-55
1-PMUL1725,s-55,u-68
2-PMUL1725,u-68,s-1
3-PMUL1725,s-1,u-6
4-PMUL1725,u-6,s-34
5-PMUL1725,s-34,u-57
6-PMUL1725,u-57,s-37
0-SNG0361,u-14,s-57
1-SNG0361,s-57,u-10
2-SNG0361,u-10,s-7
3-SNG0361,s-7,u-20
4-SNG0361,u-20,s-0
5-SNG0361,s-0,u-2
6-SNG0361,u-2,s-1
7-SNG0361,s-1,u-15
8-SNG0361,u-15,s-35
9-SNG0361,s-35,u-57
10-SNG0361,u-57,s-1
0-MUL0451,u-77,s-1
1-MUL0451,s-1,u-53
2-MUL0451,u-53,s-1
3-MUL0451,s-1,u-70
4-MUL0451,u-70,s-40
5-MUL0451,s-40,u-66
6-MUL0451,u-66,s-42
7-MUL0451,s-42,u-67
8-MUL0451,u-67,s-45
9-MUL0451,s-45,u-13
10-MUL0451,u-13,s-45
11-MUL0451,s-45,u-77
12-MUL0451,u-77,s-66
0-MUL0531,u-18,s-66
1-MUL0531,s-66,u-2
2-MUL0531,u-2,s-54
3-MUL0531,s-54,u-22
4-MUL0531,u-22,s-36
5-MUL0531,s-36,u-44
6-MUL0531,u-44,s-54
7-MUL0531,s-54,u-21
8-MUL0531,u-21,s-53
9-MUL0531,s-53,u-66
10-MUL0531,u-66,s-53
11-MUL0531,s-53,u-31
12-MUL0531,u-31,s-31
0-MUL0902,u-57,s-42
1-MUL0902,s-42,u-67
2-MUL0902,u-67,s-0
3-MUL0902,s-0,u-66
4-MUL0902,u-66,s-0
5-MUL0902,s-0,u-2
6-MUL0902,u-2,s-34
7-MUL0902,s-34,u-68
8-MUL0902,u-68,s-45
0-MUL1027,u-57,s-4
1-MUL1027,s-4,u-13
2-MUL1027,u-13,s-57
3-MUL1027,s-57,u-13
4-MUL1027,u-13,s-39
5-MUL1027,s-39,u-77
6-MUL1027,u-77,s-39
7-MUL1027,s-39,u-57
8-MUL1027,u-57,s-11
9-MUL1027,s-11,u-31
10-MUL1027,u-31,s-21
11-MUL1027,s-21,u-42
12-MUL1027,u-42,s-54
13-MUL1027,s-54,u-67
14-MUL1027,u-67,s-1
15-MUL1027,s-1,u-57
16-MUL1027,u-57,s-47
17-MUL1027,s-47,u-35
18-MUL1027,u-35,s-66
19-MUL1027,s-66,u-51
20-MUL1027,u-51,s-30
21-MUL1027,s-30,u-57
22-MUL1027,u-57,s-1
23-MUL1027,s-1,u-28
24-MUL1027,u-28,s-55
25-MUL1027,s-55,u-28
26-MUL1027,u-28,s-2
0-PMUL3626,u-20,s-47
1-PMUL3626,s-47,u-28
2-PMUL3626,u-28,s-2
3-PMUL3626,s-2,u-14
4-PMUL3626,u-14,s-38
5-PMUL3626,s-38,u-78
6-PMUL3626,u-78,s-31
7-PMUL3626,s-31,u-80
8-PMUL3626,u-80,s-7
0-SNG1146,u-0,s-41
1-SNG1146,s-41,u-68
2-SNG1146,u-68,s-0
3-SNG1146,s-0,u-54
4-SNG1146,u-54,s-31
5-SNG1146,s-31,u-26
6-SNG1146,u-26,s-69
0-PMUL1212,u-7,s-58
1-PMUL1212,s-58,u-38
2-PMUL1212,u-38,s-57
3-PMUL1212,s-57,u-30
4-PMUL1212,u-30,s-69
5-PMUL1212,s-69,u-14
6-PMUL1212,u-14,s-66
7-PMUL1212,s-66,u-69
8-PMUL1212,u-69,s-20
9-PMUL1212,s-20,u-57
10-PMUL1212,u-57,s-38
11-PMUL1212,s-38,u-53
12-PMUL1212,u-53,s-39
13-PMUL1212,s-39,u-72
14-PMUL1212,u-72,s-39
15-PMUL1212,s-39,u-75
16-PMUL1212,u-75,s-18
17-PMUL1212,s-18,u-62
18-PMUL1212,u-62,s-1
0-SNG1340,u-62,s-66
1-SNG1340,s-66,u-15
2-SNG1340,u-15,s-1
3-SNG1340,s-1,u-20
4-SNG1340,u-20,s-69
5-SNG1340,s-69,u-31
6-SNG1340,u-31,s-67
0-MUL1998,u-83,s-10
1-MUL1998,s-10,u-70
2-MUL1998,u-70,s-22
3-MUL1998,s-22,u-57
4-MUL1998,u-57,s-1
5-MUL1998,s-1,u-1
6-MUL1998,u-1,s-66
7-MUL1998,s-66,u-38
8-MUL1998,u-38,s-1
9-MUL1998,s-1,u-79
10-MUL1998,u-79,s-43
11-MUL1998,s-43,u-9
12-MUL1998,u-9,s-54
13-MUL1998,s-54,u-19
14-MUL1998,u-19,s-71
0-SNG01642,u-31,s-27
1-SNG01642,s-27,u-67
2-SNG01642,u-67,s-12
3-SNG01642,s-12,u-15
4-SNG01642,u-15,s-69
5-SNG01642,s-69,u-78
6-SNG01642,u-78,s-1
7-SNG01642,s-1,u-44
8-SNG01642,u-44,s-2
9-SNG01642,s-2,u-81
10-SNG01642,u-81,s-54
0-SNG01318,u-24,s-43
1-SNG01318,s-43,u-58
2-SNG01318,u-58,s-31
3-SNG01318,s-31,u-80
4-SNG01318,u-80,s-66
0-MUL0075,u-13,s-30
1-MUL0075,s-30,u-53
2-MUL0075,u-53,s-42
3-MUL0075,s-42,u-63
4-MUL0075,u-63,s-31
5-MUL0075,s-31,u-64
6-MUL0075,u-64,s-34
7-MUL0075,s-34,u-11
8-MUL0075,u-11,s-12
9-MUL0075,s-12,u-83
10-MUL0075,u-83,s-26
11-MUL0075,s-26,u-45
12-MUL0075,u-45,s-30
13-MUL0075,s-30,u-5
14-MUL0075,u-5,s-1
15-MUL0075,s-1,u-57
16-MUL0075,u-57,s-5
0-PMUL0028,u-14,s-10
1-PMUL0028,s-10,u-70
2-PMUL0028,u-70,s-31
3-PMUL0028,s-31,u-62
4-PMUL0028,u-62,s-1
5-PMUL0028,s-1,u-58
6-PMUL0028,u-58,s-66
7-PMUL0028,s-66,u-17
8-PMUL0028,u-17,s-30
9-PMUL0028,s-30,u-76
10-PMUL0028,u-76,s-3
0-PMUL2952,u-28,s-26
1-PMUL2952,s-26,u-5
2-PMUL2952,u-5,s-54
3-PMUL2952,s-54,u-57
4-PMUL2952,u-57,s-40
5-PMUL2952,s-40,u-14
6-PMUL2952,u-14,s-4
7-PMUL2952,s-4,u-70
8-PMUL2952,u-70,s-61
9-PMUL2952,s-61,u-20
10-PMUL2952,u-20,s-13
11-PMUL2952,s-13,u-67
12-PMUL2952,u-67,s-42
13-PMUL2952,s-42,u-11
14-PMUL2952,u-11,s-46
15-PMUL2952,s-46,u-13
16-PMUL2952,u-13,s-45
17-PMUL2952,s-45,u-58
18-PMUL2952,u-58,s-1
0-WOZ20673,u-56,s-30
1-WOZ20673,s-30,u-80
2-WOZ20673,u-80,s-1
3-WOZ20673,s-1,u-67
4-WOZ20673,u-67,s-5
5-WOZ20673,s-5,u-57
6-WOZ20673,u-57,s-59
7-WOZ20673,s-59,u-79
8-WOZ20673,u-79,s-57
0-SNG02307,u-57,s-52
1-SNG02307,s-52,u-33
2-SNG02307,u-33,s-68
3-SNG02307,s-68,u-59
4-SNG02307,u-59,s-1
5-SNG02307,s-1,u-77
6-SNG02307,u-77,s-57
7-SNG02307,s-57,u-75
8-SNG02307,u-75,s-71
0-PMUL4747,u-3,s-1
1-PMUL4747,s-1,u-23
2-PMUL4747,u-23,s-1
3-PMUL4747,s-1,u-66
4-PMUL4747,u-66,s-1
5-PMUL4747,s-1,u-15
6-PMUL4747,u-15,s-57
7-PMUL4747,s-57,u-40
8-PMUL4747,u-40,s-57
9-PMUL4747,s-57,u-30
10-PMUL4747,u-30,s-8
11-PMUL4747,s-8,u-63
12-PMUL4747,u-63,s-9
13-PMUL4747,s-9,u-57
14-PMUL4747,u-57,s-13
0-PMUL0594,u-14,s-1
1-PMUL0594,s-1,u-59
2-PMUL0594,u-59,s-1
3-PMUL0594,s-1,u-2
4-PMUL0594,u-2,s-60
5-PMUL0594,s-60,u-67
6-PMUL0594,u-67,s-0
7-PMUL0594,s-0,u-52
8-PMUL0594,u-52,s-66
0-PMUL4600,u-4,s-50
1-PMUL4600,s-50,u-38
2-PMUL4600,u-38,s-26
3-PMUL4600,s-26,u-31
4-PMUL4600,u-31,s-57
5-PMUL4600,s-57,u-70
6-PMUL4600,u-70,s-54
7-PMUL4600,s-54,u-20
8-PMUL4600,u-20,s-66
9-PMUL4600,s-66,u-66
10-PMUL4600,u-66,s-1
11-PMUL4600,s-1,u-23
12-PMUL4600,u-23,s-66
13-PMUL4600,s-66,u-35
14-PMUL4600,u-35,s-37
15-PMUL4600,s-37,u-75
16-PMUL4600,u-75,s-57
17-PMUL4600,s-57,u-23
18-PMUL4600,u-23,s-1
19-PMUL4600,s-1,u-64
20-PMUL4600,u-64,s-66
0-MUL2391,u-0,s-36
1-MUL2391,s-36,u-58
2-MUL2391,u-58,s-1
3-MUL2391,s-1,u-77
4-MUL2391,u-77,s-4
5-MUL2391,s-4,u-67
6-MUL2391,u-67,s-27
7-MUL2391,s-27,u-20
8-MUL2391,u-20,s-40
9-MUL2391,s-40,u-35
10-MUL2391,u-35,s-11
11-MUL2391,s-11,u-80
12-MUL2391,u-80,s-22
0-MUL2629,u-20,s-61
1-MUL2629,s-61,u-40
2-MUL2629,u-40,s-32
3-MUL2629,s-32,u-7
4-MUL2629,u-7,s-22
5-MUL2629,s-22,u-13
6-MUL2629,u-13,s-1
7-MUL2629,s-1,u-59
8-MUL2629,u-59,s-57
9-MUL2629,s-57,u-59
10-MUL2629,u-59,s-65
11-MUL2629,s-65,u-44
12-MUL2629,u-44,s-0
13-MUL2629,s-0,u-56
14-MUL2629,u-56,s-42
15-MUL2629,s-42,u-68
16-MUL2629,u-68,s-27
0-MUL0190,u-78,s-39
1-MUL0190,s-39,u-57
2-MUL0190,u-57,s-12
3-MUL0190,s-12,u-30
4-MUL0190,u-30,s-68
5-MUL0190,s-68,u-14
6-MUL0190,u-14,s-4
7-MUL0190,s-4,u-65
8-MUL0190,u-65,s-54
9-MUL0190,s-54,u-22
10-MUL0190,u-22,s-32
11-MUL0190,s-32,u-64
12-MUL0190,u-64,s-66
13-MUL0190,s-66,u-2
14-MUL0190,u-2,s-42
15-MUL0190,s-42,u-15
16-MUL0190,u-15,s-41
0-SNG0400,u-68,s-45
1-SNG0400,s-45,u-26
2-SNG0400,u-26,s-7
3-SNG0400,s-7,u-29
4-SNG0400,u-29,s-40
5-SNG0400,s-40,u-35
6-SNG0400,u-35,s-1
0-PMUL0838,u-59,s-47
1-PMUL0838,s-47,u-77
2-PMUL0838,u-77,s-54
3-PMUL0838,s-54,u-35
4-PMUL0838,u-35,s-57
5-PMUL0838,s-57,u-56
6-PMUL0838,u-56,s-0
7-PMUL0838,s-0,u-63
8-PMUL0838,u-63,s-2
9-PMUL0838,s-2,u-65
10-PMUL0838,u-65,s-26
11-PMUL0838,s-26,u-0
12-PMUL0838,u-0,s-4
0-SNG01532,u-63,s-53
1-SNG01532,s-53,u-62
2-SNG01532,u-62,s-32
3-SNG01532,s-32,u-51
4-SNG01532,u-51,s-66
5-SNG01532,s-66,u-18
6-SNG01532,u-18,s-66
0-MUL0166,u-83,s-7
1-MUL0166,s-7,u-53
2-MUL0166,u-53,s-1
3-MUL0166,s-1,u-57
4-MUL0166,u-57,s-54
5-MUL0166,s-54,u-31
6-MUL0166,u-31,s-66
7-MUL0166,s-66,u-57
8-MUL0166,u-57,s-61
9-MUL0166,s-61,u-57
10-MUL0166,u-57,s-61
0-SNG1385,u-70,s-42
1-SNG1385,s-42,u-32
2-SNG1385,u-32,s-57
3-SNG1385,s-57,u-30
4-SNG1385,u-30,s-12
5-SNG1385,s-12,u-73
6-SNG1385,u-73,s-48
0-PMUL4508,u-70,s-1
1-PMUL4508,s-1,u-23
2-PMUL4508,u-23,s-1
3-PMUL4508,s-1,u-2
4-PMUL4508,u-2,s-5
5-PMUL4508,s-5,u-57
6-PMUL4508,u-57,s-35
7-PMUL4508,s-35,u-23
8-PMUL4508,u-23,s-1
0-PMUL1275,u-35,s-1
1-PMUL1275,s-1,u-30
2-PMUL1275,u-30,s-57
3-PMUL1275,s-57,u-30
4-PMUL1275,u-30,s-57
0-MUL2318,u-2,s-12
1-MUL2318,s-12,u-24
2-MUL2318,u-24,s-66
3-MUL2318,s-66,u-38
4-MUL2318,u-38,s-13
5-MUL2318,s-13,u-35
6-MUL2318,u-35,s-17
7-MUL2318,s-17,u-56
8-MUL2318,u-56,s-1
9-MUL2318,s-1,u-64
10-MUL2318,u-64,s-22
0-PMUL2987,u-62,s-54
1-PMUL2987,s-54,u-45
2-PMUL2987,u-45,s-1
3-PMUL2987,s-1,u-57
4-PMUL2987,u-57,s-0
5-PMUL2987,s-0,u-77
6-PMUL2987,u-77,s-34
7-PMUL2987,s-34,u-82
8-PMUL2987,u-82,s-1
9-PMUL2987,s-1,u-57
10-PMUL2987,u-57,s-1
11-PMUL2987,s-1,u-42
12-PMUL2987,u-42,s-66
13-PMUL2987,s-66,u-70
14-PMUL2987,u-70,s-30
15-PMUL2987,s-30,u-80
16-PMUL2987,u-80,s-1
17-PMUL2987,s-1,u-37
18-PMUL2987,u-37,s-61
0-MUL1813,u-23,s-55
1-MUL1813,s-55,u-63
2-MUL1813,u-63,s-58
3-MUL1813,s-58,u-65
4-MUL1813,u-65,s-40
5-MUL1813,s-40,u-22
6-MUL1813,u-22,s-12
7-MUL1813,s-12,u-82
8-MUL1813,u-82,s-61
0-SNG01882,u-56,s-54
1-SNG01882,s-54,u-82
2-SNG01882,u-82,s-57
0-MUL1802,u-4,s-68
1-MUL1802,s-68,u-23
2-MUL1802,u-23,s-1
3-MUL1802,s-1,u-28
4-MUL1802,u-28,s-6
5-MUL1802,s-6,u-35
6-MUL1802,u-35,s-32
7-MUL1802,s-32,u-28
8-MUL1802,u-28,s-12
9-MUL1802,s-12,u-59
10-MUL1802,u-59,s-15
11-MUL1802,s-15,u-63
12-MUL1802,u-63,s-49
0-SNG1024,u-1,s-46
1-SNG1024,s-46,u-65
2-SNG1024,u-65,s-65
3-SNG1024,s-65,u-82
4-SNG1024,u-82,s-53
5-SNG1024,s-53,u-20
6-SNG1024,u-20,s-1
7-SNG1024,s-1,u-28
8-SNG1024,u-28,s-3
9-SNG1024,s-3,u-31
10-SNG1024,u-31,s-47
0-SNG02136,u-48,s-34
1-SNG02136,s-34,u-47
2-SNG02136,u-47,s-19
3-SNG02136,s-19,u-57
4-SNG02136,u-57,s-39
5-SNG02136,s-39,u-67
6-SNG02136,u-67,s-1
7-SNG02136,s-1,u-29
8-SNG02136,u-29,s-46
9-SNG02136,s-46,u-51
10-SNG02136,u-51,s-34
11-SNG02136,s-34,u-20
12-SNG02136,u-20,s-53
0-MUL1509,u-75,s-61
1-MUL1509,s-61,u-70
2-MUL1509,u-70,s-30
3-MUL1509,s-30,u-57
4-MUL1509,u-57,s-61
5-MUL1509,s-61,u-9
6-MUL1509,u-9,s-66
7-MUL1509,s-66,u-31
8-MUL1509,u-31,s-66
9-MUL1509,s-66,u-58
10-MUL1509,u-58,s-36
11-MUL1509,s-36,u-65
12-MUL1509,u-65,s-66
0-PMUL4730,u-46,s-27
1-PMUL4730,s-27,u-15
2-PMUL4730,u-15,s-1
3-PMUL4730,s-1,u-57
4-PMUL4730,u-57,s-39
5-PMUL4730,s-39,u-5
6-PMUL4730,u-5,s-62
7-PMUL4730,s-62,u-14
8-PMUL4730,u-14,s-50
9-PMUL4730,s-50,u-30
10-PMUL4730,u-30,s-35
11-PMUL4730,s-35,u-47
12-PMUL4730,u-47,s-61
0-SNG01904,u-11,s-46
1-SNG01904,s-46,u-57
2-SNG01904,u-57,s-46
3-SNG01904,s-46,u-18
4-SNG01904,u-18,s-62
5-SNG01904,s-62,u-74
6-SNG01904,u-74,s-66
0-PMUL0098,u-54,s-7
1-PMUL0098,s-7,u-30
2-PMUL0098,u-30,s-1
3-PMUL0098,s-1,u-20
4-PMUL0098,u-20,s-30
5-PMUL0098,s-30,u-66
6-PMUL0098,u-66,s-57
7-PMUL0098,s-57,u-13
8-PMUL0098,u-13,s-32
9-PMUL0098,s-32,u-15
10-PMUL0098,u-15,s-42
11-PMUL0098,s-42,u-70
12-PMUL0098,u-70,s-0
13-PMUL0098,s-0,u-23
14-PMUL0098,u-23,s-62
15-PMUL0098,s-62,u-27
16-PMUL0098,u-27,s-26
17-PMUL0098,s-26,u-78
18-PMUL0098,u-78,s-54
0-SSNG0062,u-12,s-57
1-SSNG0062,s-57,u-61
2-SSNG0062,u-61,s-39
3-SSNG0062,s-39,u-83
4-SSNG0062,u-83,s-15
5-SSNG0062,s-15,u-67
6-SSNG0062,u-67,s-1
0-SSNG0003,u-31,s-2
1-SSNG0003,s-2,u-26
2-SSNG0003,u-26,s-47
3-SSNG0003,s-47,u-70
4-SSNG0003,u-70,s-66
0-MUL0151,u-23,s-34
1-MUL0151,s-34,u-39
2-MUL0151,u-39,s-0
3-MUL0151,s-0,u-59
4-MUL0151,u-59,s-35
5-MUL0151,s-35,u-1
6-MUL0151,u-1,s-11
7-MUL0151,s-11,u-55
8-MUL0151,u-55,s-34
9-MUL0151,s-34,u-65
10-MUL0151,u-65,s-10
11-MUL0151,s-10,u-0
12-MUL0151,u-0,s-50
13-MUL0151,s-50,u-17
14-MUL0151,u-17,s-1
0-MUL2037,u-20,s-4
1-MUL2037,s-4,u-53
2-MUL2037,u-53,s-4
3-MUL2037,s-4,u-57
4-MUL2037,u-57,s-54
5-MUL2037,s-54,u-70
6-MUL2037,u-70,s-31
7-MUL2037,s-31,u-23
8-MUL2037,u-23,s-52
9-MUL2037,s-52,u-67
10-MUL2037,u-67,s-1
11-MUL2037,s-1,u-12
12-MUL2037,u-12,s-1
13-MUL2037,s-1,u-0
14-MUL2037,u-0,s-33
15-MUL2037,s-33,u-9
16-MUL2037,u-9,s-66
0-SNG0136,u-16,s-34
1-SNG0136,s-34,u-66
2-SNG0136,u-66,s-57
3-SNG0136,s-57,u-78
4-SNG0136,u-78,s-57
0-SNG01451,u-28,s-12
1-SNG01451,s-12,u-28
2-SNG01451,u-28,s-52
3-SNG01451,s-52,u-28
4-SNG01451,u-28,s-10
5-SNG01451,s-10,u-29
6-SNG01451,u-29,s-18
7-SNG01451,s-18,u-14
8-SNG01451,u-14,s-42
9-SNG01451,s-42,u-70
10-SNG01451,u-70,s-55
0-MUL2520,u-31,s-43
1-MUL2520,s-43,u-54
2-MUL2520,u-54,s-1
3-MUL2520,s-1,u-26
4-MUL2520,u-26,s-45
5-MUL2520,s-45,u-26
6-MUL2520,u-26,s-55
7-MUL2520,s-55,u-78
8-MUL2520,u-78,s-71
0-MUL0390,u-40,s-13
1-MUL0390,s-13,u-70
2-MUL0390,u-70,s-1
3-MUL0390,s-1,u-57
4-MUL0390,u-57,s-54
5-MUL0390,s-54,u-35
6-MUL0390,u-35,s-30
7-MUL0390,s-30,u-78
8-MUL0390,u-78,s-30
9-MUL0390,s-30,u-67
10-MUL0390,u-67,s-69
11-MUL0390,s-69,u-3
12-MUL0390,u-3,s-67
0-SNG0810,u-16,s-0
1-SNG0810,s-0,u-56
2-SNG0810,u-56,s-45
3-SNG0810,s-45,u-63
4-SNG0810,u-63,s-22
0-WOZ20569,u-63,s-13
1-WOZ20569,s-13,u-79
2-WOZ20569,u-79,s-1
0-MUL0022,u-2,s-1
1-MUL0022,s-1,u-14
2-MUL0022,u-14,s-4
3-MUL0022,s-4,u-78
4-MUL0022,u-78,s-53
5-MUL0022,s-53,u-71
6-MUL0022,u-71,s-34
7-MUL0022,s-34,u-2
8-MUL0022,u-2,s-57
9-MUL0022,s-57,u-77
10-MUL0022,u-77,s-61
11-MUL0022,s-61,u-22
12-MUL0022,u-22,s-50
13-MUL0022,s-50,u-78
14-MUL0022,u-78,s-57
15-MUL0022,s-57,u-57
16-MUL0022,u-57,s-27
17-MUL0022,s-27,u-35
18-MUL0022,u-35,s-38
19-MUL0022,s-38,u-30
20-MUL0022,u-30,s-46
0-PMUL3315,u-15,s-32
1-PMUL3315,s-32,u-68
2-PMUL3315,u-68,s-26
3-PMUL3315,s-26,u-30
4-PMUL3315,u-30,s-41
5-PMUL3315,s-41,u-25
6-PMUL3315,u-25,s-39
7-PMUL3315,s-39,u-78
8-PMUL3315,u-78,s-0
9-PMUL3315,s-0,u-23
10-PMUL3315,u-23,s-62
11-PMUL3315,s-62,u-20
12-PMUL3315,u-20,s-1
0-PMUL4835,u-67,s-61
1-PMUL4835,s-61,u-13
2-PMUL4835,u-13,s-66
3-PMUL4835,s-66,u-23
4-PMUL4835,u-23,s-13
5-PMUL4835,s-13,u-11
6-PMUL4835,u-11,s-40
7-PMUL4835,s-40,u-58
8-PMUL4835,u-58,s-39
9-PMUL4835,s-39,u-77
10-PMUL4835,u-77,s-52
11-PMUL4835,s-52,u-78
12-PMUL4835,u-78,s-62
0-SNG01550,u-26,s-66
1-SNG01550,s-66,u-83
2-SNG01550,u-83,s-24
0-PMUL0968,u-14,s-58
1-PMUL0968,s-58,u-64
2-PMUL0968,u-64,s-53
3-PMUL0968,s-53,u-0
4-PMUL0968,u-0,s-54
5-PMUL0968,s-54,u-57
6-PMUL0968,u-57,s-27
7-PMUL0968,s-27,u-70
8-PMUL0968,u-70,s-1
9-PMUL0968,s-1,u-31
10-PMUL0968,u-31,s-57
11-PMUL0968,s-57,u-2
12-PMUL0968,u-2,s-66
13-PMUL0968,s-66,u-2
14-PMUL0968,u-2,s-7
15-PMUL0968,s-7,u-13
16-PMUL0968,u-13,s-41
17-PMUL0968,s-41,u-59
18-PMUL0968,u-59,s-8
19-PMUL0968,s-8,u-78
20-PMUL0968,u-78,s-67
21-PMUL0968,s-67,u-59
22-PMUL0968,u-59,s-54
0-SNG01302,u-2,s-57
1-SNG01302,s-57,u-70
2-SNG01302,u-70,s-61
3-SNG01302,s-61,u-79
4-SNG01302,u-79,s-13
0-WOZ20005,u-67,s-30
1-WOZ20005,s-30,u-67
2-WOZ20005,u-67,s-1
3-WOZ20005,s-1,u-77
4-WOZ20005,u-77,s-61
5-WOZ20005,s-61,u-71
6-WOZ20005,u-71,s-66
0-SNG01232,u-58,s-25
1-SNG01232,s-25,u-37
2-SNG01232,u-37,s-1
3-SNG01232,s-1,u-68
4-SNG01232,u-68,s-62
5-SNG01232,s-62,u-77
6-SNG01232,u-77,s-27
7-SNG01232,s-27,u-57
8-SNG01232,u-57,s-55
0-SNG0294,u-70,s-32
1-SNG0294,s-32,u-37
2-SNG0294,u-37,s-29
3-SNG0294,s-29,u-40
4-SNG0294,u-40,s-12
5-SNG0294,s-12,u-58
6-SNG0294,u-58,s-35
7-SNG0294,s-35,u-80
8-SNG0294,u-80,s-38
0-PMUL4587,u-3,s-57
1-PMUL4587,s-57,u-10
2-PMUL4587,u-10,s-22
3-PMUL4587,s-22,u-22
4-PMUL4587,u-22,s-38
5-PMUL4587,s-38,u-68
6-PMUL4587,u-68,s-40
7-PMUL4587,s-40,u-36
8-PMUL4587,u-36,s-11
9-PMUL4587,s-11,u-23
10-PMUL4587,u-23,s-22
11-PMUL4587,s-22,u-14
12-PMUL4587,u-14,s-66
13-PMUL4587,s-66,u-7
14-PMUL4587,u-7,s-54
0-PMUL2842,u-55,s-54
1-PMUL2842,s-54,u-57
2-PMUL2842,u-57,s-35
3-PMUL2842,s-35,u-24
4-PMUL2842,u-24,s-55
5-PMUL2842,s-55,u-67
6-PMUL2842,u-67,s-54
7-PMUL2842,s-54,u-29
8-PMUL2842,u-29,s-1
9-PMUL2842,s-1,u-82
10-PMUL2842,u-82,s-4
11-PMUL2842,s-4,u-58
12-PMUL2842,u-58,s-0
0-SNG0508,u-0,s-1
1-SNG0508,s-1,u-44
2-SNG0508,u-44,s-46
3-SNG0508,s-46,u-70
4-SNG0508,u-70,s-34
5-SNG0508,s-34,u-69
6-SNG0508,u-69,s-56
7-SNG0508,s-56,u-74
8-SNG0508,u-74,s-57
0-WOZ20037,u-47,s-7
1-WOZ20037,s-7,u-68
2-WOZ20037,u-68,s-1
3-WOZ20037,s-1,u-79
4-WOZ20037,u-79,s-57
0-PMUL2523,u-14,s-32
1-PMUL2523,s-32,u-70
2-PMUL2523,u-70,s-13
3-PMUL2523,s-13,u-30
4-PMUL2523,u-30,s-1
5-PMUL2523,s-1,u-25
6-PMUL2523,u-25,s-57
7-PMUL2523,s-57,u-57
8-PMUL2523,u-57,s-28
9-PMUL2523,s-28,u-67
10-PMUL2523,u-67,s-41
11-PMUL2523,s-41,u-57
12-PMUL2523,u-57,s-45
13-PMUL2523,s-45,u-44
14-PMUL2523,u-44,s-57
0-WOZ20040,u-60,s-70
1-WOZ20040,s-70,u-0
2-WOZ20040,u-0,s-71
3-WOZ20040,s-71,u-59
4-WOZ20040,u-59,s-51
5-WOZ20040,s-51,u-58
6-WOZ20040,u-58,s-67
0-MUL1049,u-53,s-57
1-MUL1049,s-57,u-57
2-MUL1049,u-57,s-57
3-MUL1049,s-57,u-78
4-MUL1049,u-78,s-57
5-MUL1049,s-57,u-57
6-MUL1049,u-57,s-55
7-MUL1049,s-55,u-20
8-MUL1049,u-20,s-34
9-MUL1049,s-34,u-15
10-MUL1049,u-15,s-12
11-MUL1049,s-12,u-22
12-MUL1049,u-22,s-25
13-MUL1049,s-25,u-21
14-MUL1049,u-21,s-31
15-MUL1049,s-31,u-37
16-MUL1049,u-37,s-61
17-MUL1049,s-61,u-49
18-MUL1049,u-49,s-66
0-PMUL2189,u-80,s-47
1-PMUL2189,s-47,u-0
2-PMUL2189,u-0,s-27
3-PMUL2189,s-27,u-62
4-PMUL2189,u-62,s-54
5-PMUL2189,s-54,u-22
6-PMUL2189,u-22,s-57
7-PMUL2189,s-57,u-46
8-PMUL2189,u-46,s-71
9-PMUL2189,s-71,u-74
10-PMUL2189,u-74,s-52
11-PMUL2189,s-52,u-37
12-PMUL2189,u-37,s-1
13-PMUL2189,s-1,u-31
14-PMUL2189,u-31,s-54
15-PMUL2189,s-54,u-2
16-PMUL2189,u-2,s-47
17-PMUL2189,s-47,u-63
18-PMUL2189,u-63,s-35
19-PMUL2189,s-35,u-72
20-PMUL2189,u-72,s-38
