,Source,Target,Weight
1134,s-31,u-11,2
1135,s-31,u-13,6
1136,s-31,u-14,10
1137,s-31,u-15,2
1138,s-31,u-16,2
1139,s-31,u-18,5
1140,s-31,u-2,5
1141,s-31,u-20,8
1142,s-31,u-22,7
1143,s-31,u-23,6
1144,s-31,u-24,1
1145,s-31,u-26,3
1146,s-31,u-27,1
1147,s-31,u-28,7
1148,s-31,u-29,2
1149,s-31,u-3,1
1150,s-31,u-30,8
1151,s-31,u-31,1
1152,s-31,u-32,1
1153,s-31,u-33,2
1154,s-31,u-34,1
1155,s-31,u-35,8
1156,s-31,u-36,1
1157,s-31,u-37,3
1158,s-31,u-38,2
1159,s-31,u-39,1
1160,s-31,u-43,1
1161,s-31,u-46,1
1162,s-31,u-47,2
1163,s-31,u-48,2
1164,s-31,u-49,1
1165,s-31,u-5,3
1166,s-31,u-51,2
1167,s-31,u-53,3
1168,s-31,u-54,1
1169,s-31,u-56,1
1170,s-31,u-57,28
1171,s-31,u-58,2
1172,s-31,u-59,5
1173,s-31,u-6,1
1174,s-31,u-61,1
1175,s-31,u-62,3
1176,s-31,u-63,3
1177,s-31,u-64,3
1178,s-31,u-66,4
1179,s-31,u-67,6
1180,s-31,u-68,4
1181,s-31,u-69,1
1182,s-31,u-7,4
1183,s-31,u-70,7
1184,s-31,u-72,3
1185,s-31,u-74,1
1186,s-31,u-75,3
1187,s-31,u-77,4
1188,s-31,u-78,1
1189,s-31,u-79,6
1190,s-31,u-8,1
1191,s-31,u-80,3
1192,s-31,u-81,2
1193,s-31,u-83,1
1194,s-31,u-84,1
1195,s-31,u-9,2
1196,s-32,User No Cluster,1
1197,s-32,u-0,4
1198,s-32,u-1,5
1199,s-32,u-10,3
1200,s-32,u-11,1
1201,s-32,u-12,3
1202,s-32,u-13,1
1203,s-32,u-14,1
1204,s-32,u-15,4
1205,s-32,u-16,1
1206,s-32,u-18,5
1207,s-32,u-2,5
1208,s-32,u-20,6
1209,s-32,u-22,2
1210,s-32,u-23,6
1211,s-32,u-24,1
1212,s-32,u-25,1
1213,s-32,u-26,3
1214,s-32,u-28,8
1215,s-32,u-29,2
1216,s-32,u-3,2
1217,s-32,u-30,7
1218,s-32,u-31,3
1219,s-32,u-32,2
1220,s-32,u-33,2
1221,s-32,u-34,1
1222,s-32,u-35,7
1223,s-32,u-36,1
1224,s-32,u-37,4
1225,s-32,u-38,3
1226,s-32,u-4,3
1227,s-32,u-40,2
1228,s-32,u-44,2
1229,s-32,u-46,2
1230,s-32,u-47,1
1231,s-32,u-48,4
1232,s-32,u-51,1
1233,s-32,u-52,1
1234,s-32,u-53,9
1235,s-32,u-54,1
1236,s-32,u-55,1
1237,s-32,u-56,4
1238,s-32,u-57,26
1239,s-32,u-58,1
1240,s-32,u-59,6
1241,s-32,u-6,1
1242,s-32,u-60,1
1243,s-32,u-62,1
1244,s-32,u-63,5
1245,s-32,u-64,1
1246,s-32,u-66,3
1247,s-32,u-67,5
1248,s-32,u-68,6
1249,s-32,u-7,3
1250,s-32,u-70,11
1251,s-32,u-71,2
1252,s-32,u-72,4
1253,s-32,u-74,6
1254,s-32,u-75,3
1255,s-32,u-77,6
1256,s-32,u-78,6
1257,s-32,u-79,2
1258,s-32,u-80,2
1259,s-32,u-81,2
1260,s-32,u-82,1
1261,s-32,u-83,1
1262,s-32,u-9,3
1263,s-33,u-0,1
1264,s-33,u-10,1
1265,s-33,u-11,1
1266,s-33,u-13,3
1267,s-33,u-14,3
1268,s-33,u-15,3
1269,s-33,u-17,2
1270,s-33,u-18,4
1271,s-33,u-19,1
1272,s-33,u-2,7
1273,s-33,u-20,7
1274,s-33,u-22,1
1275,s-33,u-23,3
1276,s-33,u-28,2
1277,s-33,u-30,9
1278,s-33,u-31,3
1279,s-33,u-32,1
1280,s-33,u-35,5
1281,s-33,u-36,2
1282,s-33,u-37,2
1283,s-33,u-38,6
1284,s-33,u-4,1
1285,s-33,u-40,1
1286,s-33,u-42,1
1287,s-33,u-43,1
1288,s-33,u-44,1
1289,s-33,u-45,1
1290,s-33,u-46,4
1291,s-33,u-48,2
1292,s-33,u-5,1
1293,s-33,u-54,3
1294,s-33,u-55,2
1295,s-33,u-57,14
1296,s-33,u-58,1
1297,s-33,u-59,2
1298,s-33,u-6,1
1299,s-33,u-62,2
1300,s-33,u-63,1
1301,s-33,u-65,1
1302,s-33,u-66,3
1303,s-33,u-67,2
1304,s-33,u-68,4
1305,s-33,u-69,1
1306,s-33,u-7,2
1307,s-33,u-70,8
1308,s-33,u-71,1
1309,s-33,u-72,2
1310,s-33,u-73,1
1311,s-33,u-75,1
1312,s-33,u-77,3
1313,s-33,u-78,3
1314,s-33,u-79,3
1315,s-33,u-80,1
1316,s-33,u-82,2
1317,s-33,u-83,2
1318,s-33,u-9,1
1319,s-34,User No Cluster,1
1320,s-34,u-0,8
1321,s-34,u-1,5
1322,s-34,u-11,3
1323,s-34,u-12,5
1324,s-34,u-13,6
1325,s-34,u-14,11
1326,s-34,u-15,5
1327,s-34,u-16,1
1328,s-34,u-17,2
1329,s-34,u-18,6
1330,s-34,u-2,11
1331,s-34,u-20,11
1332,s-34,u-21,1
1333,s-34,u-22,9
1334,s-34,u-23,8
1335,s-34,u-24,4
1336,s-34,u-26,10
1337,s-34,u-27,1
1338,s-34,u-28,3
1339,s-34,u-29,3
1340,s-34,u-3,2
1341,s-34,u-30,7
1342,s-34,u-31,6
1343,s-34,u-32,4
1344,s-34,u-33,3
1345,s-34,u-34,1
1346,s-34,u-35,9
1347,s-34,u-37,1
1348,s-34,u-38,3
1349,s-34,u-39,3
1350,s-34,u-4,2
1351,s-34,u-40,5
1352,s-34,u-42,1
1353,s-34,u-44,3
1354,s-34,u-46,6
1355,s-34,u-47,3
1356,s-34,u-48,3
1357,s-34,u-49,1
1358,s-34,u-5,3
1359,s-34,u-51,2
1360,s-34,u-52,2
1361,s-34,u-53,6
1362,s-34,u-54,5
1363,s-34,u-55,2
1364,s-34,u-56,4
1365,s-34,u-57,35
1366,s-34,u-58,6
1367,s-34,u-59,7
1368,s-34,u-60,3
1369,s-34,u-61,2
1370,s-34,u-62,5
1371,s-34,u-63,10
1372,s-34,u-65,4
1373,s-34,u-66,4
1374,s-34,u-67,4
1375,s-34,u-68,5
1376,s-34,u-69,3
1377,s-34,u-7,2
1378,s-34,u-70,16
1379,s-34,u-71,5
1380,s-34,u-72,4
1381,s-34,u-73,1
1382,s-34,u-74,1
1383,s-34,u-75,4
1384,s-34,u-77,13
1385,s-34,u-78,9
1386,s-34,u-79,5
1387,s-34,u-8,1
1388,s-34,u-80,3
1389,s-34,u-81,1
1390,s-34,u-82,2
1391,s-34,u-84,1
1392,s-34,u-9,6
1393,s-35,u-0,2
1394,s-35,u-1,2
1395,s-35,u-10,1
1396,s-35,u-11,1
1397,s-35,u-14,3
1398,s-35,u-15,5
1399,s-35,u-18,7
1400,s-35,u-2,4
1401,s-35,u-20,2
1402,s-35,u-21,1
1403,s-35,u-22,2
1404,s-35,u-23,3
1405,s-35,u-24,1
1406,s-35,u-25,2
1407,s-35,u-26,5
1408,s-35,u-28,2
1409,s-35,u-29,3
1410,s-35,u-3,1
1411,s-35,u-30,10
1412,s-35,u-31,2
1413,s-35,u-32,2
1414,s-35,u-34,1
1415,s-35,u-35,8
1416,s-35,u-36,1
1417,s-35,u-37,2
1418,s-35,u-39,1
1419,s-35,u-44,3
1420,s-35,u-45,1
1421,s-35,u-46,3
1422,s-35,u-47,3
1423,s-35,u-48,2
1424,s-35,u-49,1
1425,s-35,u-5,2
1426,s-35,u-51,1
1427,s-35,u-52,1
1428,s-35,u-53,5
1429,s-35,u-54,1
1430,s-35,u-56,3
1431,s-35,u-57,17
1432,s-35,u-59,3
1433,s-35,u-61,2
1434,s-35,u-62,2
1435,s-35,u-63,2
1436,s-35,u-64,2
1437,s-35,u-65,5
1438,s-35,u-66,2
1439,s-35,u-67,3
1440,s-35,u-68,3
1441,s-35,u-69,1
1442,s-35,u-7,3
1443,s-35,u-70,8
1444,s-35,u-72,3
1445,s-35,u-75,2
1446,s-35,u-77,7
1447,s-35,u-78,2
1448,s-35,u-79,5
1449,s-35,u-8,2
1450,s-35,u-80,7
1451,s-35,u-82,1
1452,s-35,u-83,2
1453,s-36,u-0,3
1454,s-36,u-1,1
1455,s-36,u-12,1
1456,s-36,u-13,2
1457,s-36,u-14,1
1458,s-36,u-15,1
1459,s-36,u-16,1
1460,s-36,u-18,2
1461,s-36,u-2,1
1462,s-36,u-20,4
1463,s-36,u-22,1
1464,s-36,u-25,1
1465,s-36,u-26,3
1466,s-36,u-28,6
1467,s-36,u-31,1
1468,s-36,u-32,1
1469,s-36,u-33,2
1470,s-36,u-35,1
1471,s-36,u-38,2
1472,s-36,u-4,2
1473,s-36,u-40,1
1474,s-36,u-42,1
1475,s-36,u-44,2
1476,s-36,u-48,2
1477,s-36,u-5,1
1478,s-36,u-53,1
1479,s-36,u-57,10
1480,s-36,u-58,1
1481,s-36,u-59,1
1482,s-36,u-6,1
1483,s-36,u-61,1
1484,s-36,u-62,1
1485,s-36,u-63,2
1486,s-36,u-65,1
1487,s-36,u-66,1
1488,s-36,u-67,2
1489,s-36,u-69,1
1490,s-36,u-70,6
1491,s-36,u-72,1
1492,s-36,u-74,2
1493,s-36,u-77,1
1494,s-36,u-80,1
1495,s-36,u-9,2
1496,s-37,u-0,3
1497,s-37,u-1,1
1498,s-37,u-10,1
1499,s-37,u-12,1
1500,s-37,u-13,1
1501,s-37,u-14,4
1502,s-37,u-15,3
1503,s-37,u-16,2
1504,s-37,u-18,6
1505,s-37,u-2,11
1506,s-37,u-20,6
1507,s-37,u-22,2
1508,s-37,u-23,3
1509,s-37,u-25,1
1510,s-37,u-26,2
1511,s-37,u-28,1
1512,s-37,u-29,1
1513,s-37,u-30,3
1514,s-37,u-31,3
1515,s-37,u-33,2
1516,s-37,u-35,2
1517,s-37,u-37,1
1518,s-37,u-40,1
1519,s-37,u-42,1
1520,s-37,u-43,1
1521,s-37,u-44,1
1522,s-37,u-46,1
1523,s-37,u-47,1
1524,s-37,u-48,1
1525,s-37,u-5,2
1526,s-37,u-52,1
1527,s-37,u-53,2
1528,s-37,u-55,1
1529,s-37,u-56,1
1530,s-37,u-57,12
1531,s-37,u-58,1
1532,s-37,u-59,3
1533,s-37,u-62,1
1534,s-37,u-63,2
1535,s-37,u-64,1
1536,s-37,u-65,1
1537,s-37,u-66,1
1538,s-37,u-67,2
1539,s-37,u-68,1
1540,s-37,u-7,1
1541,s-37,u-70,7
1542,s-37,u-71,2
1543,s-37,u-72,2
1544,s-37,u-74,1
1545,s-37,u-75,3
1546,s-37,u-77,2
1547,s-37,u-78,2
1548,s-37,u-81,2
1549,s-37,u-83,1
1550,s-37,u-9,1
1551,s-38,u-0,5
1552,s-38,u-1,3
1553,s-38,u-10,3
1554,s-38,u-12,3
1555,s-38,u-13,8
1556,s-38,u-14,3
1557,s-38,u-15,3
1558,s-38,u-17,3
1559,s-38,u-18,3
1560,s-38,u-2,5
1561,s-38,u-20,7
1562,s-38,u-21,4
1563,s-38,u-22,1
1564,s-38,u-23,3
1565,s-38,u-24,1
1566,s-38,u-26,2
1567,s-38,u-28,4
1568,s-38,u-29,1
1569,s-38,u-3,2
1570,s-38,u-30,6
1571,s-38,u-31,3
1572,s-38,u-33,2
1573,s-38,u-35,4
1574,s-38,u-36,2
1575,s-38,u-37,3
1576,s-38,u-38,2
1577,s-38,u-40,1
1578,s-38,u-42,1
1579,s-38,u-44,4
1580,s-38,u-5,1
1581,s-38,u-51,2
1582,s-38,u-53,6
1583,s-38,u-54,3
1584,s-38,u-55,4
1585,s-38,u-57,9
1586,s-38,u-58,4
1587,s-38,u-59,4
1588,s-38,u-60,1
1589,s-38,u-61,2
1590,s-38,u-62,1
1591,s-38,u-63,1
1592,s-38,u-64,1
1593,s-38,u-65,3
1594,s-38,u-67,4
1595,s-38,u-68,1
1596,s-38,u-70,7
1597,s-38,u-71,1
1598,s-38,u-72,5
1599,s-38,u-74,2
1600,s-38,u-75,1
1601,s-38,u-77,3
1602,s-38,u-78,1
1603,s-38,u-79,1
1604,s-38,u-80,2
1605,s-38,u-81,3
1606,s-38,u-83,2
1607,s-39,u-0,11
1608,s-39,u-1,2
1609,s-39,u-12,2
1610,s-39,u-13,3
1611,s-39,u-14,3
1612,s-39,u-15,6
1613,s-39,u-16,1
1614,s-39,u-18,3
1615,s-39,u-19,2
1616,s-39,u-2,3
1617,s-39,u-20,6
1618,s-39,u-22,2
1619,s-39,u-23,8
1620,s-39,u-24,1
1621,s-39,u-26,1
1622,s-39,u-28,4
1623,s-39,u-29,2
1624,s-39,u-3,2
1625,s-39,u-30,3
1626,s-39,u-31,4
1627,s-39,u-32,2
1628,s-39,u-35,6
1629,s-39,u-36,1
1630,s-39,u-38,2
1631,s-39,u-40,4
1632,s-39,u-42,3
1633,s-39,u-43,1
1634,s-39,u-44,2
1635,s-39,u-47,2
1636,s-39,u-48,1
1637,s-39,u-49,1
1638,s-39,u-5,5
1639,s-39,u-51,1
1640,s-39,u-53,2
1641,s-39,u-56,1
1642,s-39,u-57,17
1643,s-39,u-58,2
1644,s-39,u-6,1
1645,s-39,u-63,4
1646,s-39,u-64,1
1647,s-39,u-67,2
1648,s-39,u-68,2
1649,s-39,u-70,2
1650,s-39,u-72,2
1651,s-39,u-74,4
1652,s-39,u-75,1
1653,s-39,u-77,6
1654,s-39,u-78,1
1655,s-39,u-80,2
1656,s-39,u-83,1
1657,s-39,u-9,2
1658,s-4,User No Cluster,1
1659,s-4,u-0,8
1660,s-4,u-1,2
1661,s-4,u-10,3
1662,s-4,u-12,2
1663,s-4,u-13,2
1664,s-4,u-14,10
1665,s-4,u-15,2
1666,s-4,u-17,1
1667,s-4,u-18,3
1668,s-4,u-2,9
1669,s-4,u-20,3
1670,s-4,u-22,3
1671,s-4,u-23,4
1672,s-4,u-24,2
1673,s-4,u-25,1
1674,s-4,u-26,4
1675,s-4,u-27,3
1676,s-4,u-28,7
1677,s-4,u-29,1
1678,s-4,u-30,6
1679,s-4,u-31,4
1680,s-4,u-32,1
1681,s-4,u-33,1
1682,s-4,u-34,1
1683,s-4,u-35,7
1684,s-4,u-36,2
1685,s-4,u-37,1
1686,s-4,u-38,1
1687,s-4,u-40,2
1688,s-4,u-41,1
1689,s-4,u-43,1
1690,s-4,u-44,3
1691,s-4,u-45,2
1692,s-4,u-46,1
1693,s-4,u-47,2
1694,s-4,u-48,5
1695,s-4,u-49,3
1696,s-4,u-5,1
1697,s-4,u-51,2
1698,s-4,u-53,11
1699,s-4,u-54,5
1700,s-4,u-55,1
1701,s-4,u-56,1
1702,s-4,u-57,25
1703,s-4,u-58,4
1704,s-4,u-59,3
1705,s-4,u-6,1
1706,s-4,u-60,1
1707,s-4,u-63,2
1708,s-4,u-64,1
1709,s-4,u-65,1
1710,s-4,u-66,7
1711,s-4,u-67,3
1712,s-4,u-68,4
1713,s-4,u-7,1
1714,s-4,u-70,8
1715,s-4,u-71,2
1716,s-4,u-72,4
1717,s-4,u-73,1
1718,s-4,u-74,6
1719,s-4,u-77,4
1720,s-4,u-78,7
1721,s-4,u-79,1
1722,s-4,u-8,1
1723,s-4,u-80,6
1724,s-4,u-81,2
1725,s-4,u-83,1
1726,s-4,u-9,1
1727,s-40,u-0,3
1728,s-40,u-1,2
1729,s-40,u-10,1
1730,s-40,u-11,1
1731,s-40,u-12,1
1732,s-40,u-14,7
1733,s-40,u-15,5
1734,s-40,u-16,1
1735,s-40,u-17,1
1736,s-40,u-18,2
1737,s-40,u-19,1
1738,s-40,u-2,1
1739,s-40,u-20,3
1740,s-40,u-22,3
1741,s-40,u-23,2
1742,s-40,u-25,1
1743,s-40,u-26,2
1744,s-40,u-28,2
1745,s-40,u-29,3
1746,s-40,u-3,2
1747,s-40,u-30,3
1748,s-40,u-32,1
1749,s-40,u-34,2
1750,s-40,u-35,6
1751,s-40,u-36,2
1752,s-40,u-37,1
1753,s-40,u-4,1
1754,s-40,u-42,1
1755,s-40,u-46,6
1756,s-40,u-47,1
1757,s-40,u-48,3
1758,s-40,u-49,1
1759,s-40,u-5,1
1760,s-40,u-51,1
1761,s-40,u-53,3
1762,s-40,u-56,1
1763,s-40,u-57,11
1764,s-40,u-58,1
1765,s-40,u-59,5
1766,s-40,u-6,1
1767,s-40,u-60,1
1768,s-40,u-62,2
1769,s-40,u-63,3
1770,s-40,u-64,2
1771,s-40,u-66,1
1772,s-40,u-67,2
1773,s-40,u-7,1
1774,s-40,u-70,7
1775,s-40,u-71,1
1776,s-40,u-74,4
1777,s-40,u-75,2
1778,s-40,u-77,1
1779,s-40,u-78,3
1780,s-40,u-79,4
1781,s-40,u-80,1
1782,s-40,u-81,1
1783,s-40,u-82,3
1784,s-40,u-83,2
1785,s-41,u-0,2
1786,s-41,u-10,1
1787,s-41,u-12,1
1788,s-41,u-13,1
1789,s-41,u-14,1
1790,s-41,u-15,1
1791,s-41,u-16,1
1792,s-41,u-18,1
1793,s-41,u-2,1
1794,s-41,u-20,1
1795,s-41,u-22,1
1796,s-41,u-25,1
1797,s-41,u-26,1
1798,s-41,u-3,1
1799,s-41,u-4,1
1800,s-41,u-46,1
1801,s-41,u-47,1
1802,s-41,u-48,1
1803,s-41,u-54,1
1804,s-41,u-57,2
1805,s-41,u-59,3
1806,s-41,u-62,1
1807,s-41,u-63,1
1808,s-41,u-65,1
1809,s-41,u-67,2
1810,s-41,u-68,1
1811,s-41,u-70,2
1812,s-41,u-72,1
1813,s-41,u-78,2
1814,s-41,u-80,1
1815,s-41,u-83,1
1816,s-41,u-9,1
1817,s-42,User No Cluster,1
1818,s-42,u-0,12
1819,s-42,u-1,4
1820,s-42,u-10,3
1821,s-42,u-11,3
1822,s-42,u-12,2
1823,s-42,u-13,5
1824,s-42,u-14,15
1825,s-42,u-15,7
1826,s-42,u-16,1
1827,s-42,u-17,2
1828,s-42,u-18,4
1829,s-42,u-19,1
1830,s-42,u-2,11
1831,s-42,u-20,13
1832,s-42,u-21,3
1833,s-42,u-22,2
1834,s-42,u-23,8
1835,s-42,u-26,3
1836,s-42,u-28,1
1837,s-42,u-29,3
1838,s-42,u-3,3
1839,s-42,u-30,11
1840,s-42,u-31,5
1841,s-42,u-32,2
1842,s-42,u-33,2
1843,s-42,u-34,2
1844,s-42,u-35,4
1845,s-42,u-36,4
1846,s-42,u-38,2
1847,s-42,u-39,1
1848,s-42,u-4,3
1849,s-42,u-40,3
1850,s-42,u-42,2
1851,s-42,u-43,2
1852,s-42,u-44,1
1853,s-42,u-45,2
1854,s-42,u-46,3
1855,s-42,u-47,2
1856,s-42,u-48,2
1857,s-42,u-49,2
1858,s-42,u-5,3
1859,s-42,u-51,5
1860,s-42,u-52,1
1861,s-42,u-53,11
1862,s-42,u-54,1
1863,s-42,u-55,2
1864,s-42,u-56,8
1865,s-42,u-57,31
1866,s-42,u-58,7
1867,s-42,u-59,9
1868,s-42,u-6,3
1869,s-42,u-61,3
1870,s-42,u-62,4
1871,s-42,u-63,8
1872,s-42,u-64,6
1873,s-42,u-65,3
1874,s-42,u-66,6
1875,s-42,u-67,3
1876,s-42,u-68,5
1877,s-42,u-69,3
1878,s-42,u-7,1
1879,s-42,u-70,16
1880,s-42,u-71,4
1881,s-42,u-72,7
1882,s-42,u-73,2
1883,s-42,u-74,1
1884,s-42,u-75,3
1885,s-42,u-77,14
1886,s-42,u-78,5
1887,s-42,u-79,4
1888,s-42,u-80,1
1889,s-42,u-81,4
1890,s-42,u-82,1
1891,s-42,u-83,1
1892,s-42,u-9,4
1893,s-43,u-0,4
1894,s-43,u-1,1
1895,s-43,u-11,1
1896,s-43,u-13,3
1897,s-43,u-14,2
1898,s-43,u-17,1
1899,s-43,u-18,5
1900,s-43,u-2,5
1901,s-43,u-20,3
1902,s-43,u-22,2
1903,s-43,u-23,3
1904,s-43,u-25,1
1905,s-43,u-26,2
1906,s-43,u-28,3
1907,s-43,u-29,2
1908,s-43,u-3,1
1909,s-43,u-30,2
1910,s-43,u-31,1
1911,s-43,u-32,2
1912,s-43,u-33,1
1913,s-43,u-34,1
1914,s-43,u-35,2
1915,s-43,u-37,1
1916,s-43,u-39,2
1917,s-43,u-40,1
1918,s-43,u-42,1
1919,s-43,u-46,3
1920,s-43,u-47,2
1921,s-43,u-48,1
1922,s-43,u-51,1
1923,s-43,u-52,2
1924,s-43,u-53,3
1925,s-43,u-54,1
1926,s-43,u-55,1
1927,s-43,u-57,8
1928,s-43,u-58,1
1929,s-43,u-59,2
1930,s-43,u-63,4
1931,s-43,u-64,1
1932,s-43,u-65,2
1933,s-43,u-66,1
1934,s-43,u-68,1
1935,s-43,u-69,1
1936,s-43,u-70,3
1937,s-43,u-71,3
1938,s-43,u-72,2
1939,s-43,u-74,1
1940,s-43,u-75,3
1941,s-43,u-77,4
1942,s-43,u-78,1
1943,s-43,u-81,1
1944,s-43,u-82,2
1945,s-43,u-83,1
1946,s-43,u-84,1
1947,s-43,u-9,1
1948,s-44,User No Cluster,1
1949,s-44,u-0,1
1950,s-44,u-12,1
1951,s-44,u-15,1
1952,s-44,u-18,3
1953,s-44,u-2,7
1954,s-44,u-23,2
1955,s-44,u-26,2
1956,s-44,u-28,1
1957,s-44,u-30,3
1958,s-44,u-31,3
1959,s-44,u-35,2
1960,s-44,u-40,2
1961,s-44,u-42,1
1962,s-44,u-44,1
1963,s-44,u-46,2
1964,s-44,u-5,1
1965,s-44,u-53,1
1966,s-44,u-54,1
1967,s-44,u-57,5
1968,s-44,u-58,2
1969,s-44,u-59,1
1970,s-44,u-60,1
1971,s-44,u-61,1
1972,s-44,u-63,1
1973,s-44,u-65,1
1974,s-44,u-69,1
1975,s-44,u-7,1
1976,s-44,u-70,2
1977,s-44,u-72,1
1978,s-44,u-74,1
1979,s-44,u-75,1
1980,s-44,u-77,2
1981,s-44,u-78,5
1982,s-44,u-8,1
1983,s-44,u-80,2
1984,s-44,u-81,1
1985,s-45,User No Cluster,1
1986,s-45,u-0,7
1987,s-45,u-1,2
1988,s-45,u-10,4
1989,s-45,u-11,1
1990,s-45,u-13,5
1991,s-45,u-14,6
1992,s-45,u-15,3
1993,s-45,u-16,2
1994,s-45,u-17,3
1995,s-45,u-18,8
1996,s-45,u-2,10
1997,s-45,u-20,7
1998,s-45,u-21,1
1999,s-45,u-22,5
2000,s-45,u-23,5
2001,s-45,u-24,1
2002,s-45,u-26,8
2003,s-45,u-28,3
2004,s-45,u-29,3
2005,s-45,u-30,7
2006,s-45,u-31,9
2007,s-45,u-32,4
2008,s-45,u-33,1
2009,s-45,u-35,6
2010,s-45,u-36,3
2011,s-45,u-37,1
2012,s-45,u-38,1
2013,s-45,u-4,2
2014,s-45,u-40,4
2015,s-45,u-41,2
2016,s-45,u-42,1
2017,s-45,u-43,2
2018,s-45,u-44,2
2019,s-45,u-45,2
2020,s-45,u-46,2
2021,s-45,u-47,3
2022,s-45,u-48,4
2023,s-45,u-49,3
2024,s-45,u-5,2
2025,s-45,u-53,15
2026,s-45,u-54,2
2027,s-45,u-56,1
2028,s-45,u-57,26
2029,s-45,u-58,7
2030,s-45,u-59,4
2031,s-45,u-6,2
2032,s-45,u-60,1
2033,s-45,u-61,1
2034,s-45,u-62,1
2035,s-45,u-63,8
2036,s-45,u-64,3
2037,s-45,u-65,4
2038,s-45,u-66,7
2039,s-45,u-67,7
2040,s-45,u-68,4
2041,s-45,u-69,4
2042,s-45,u-7,2
2043,s-45,u-70,16
2044,s-45,u-71,2
2045,s-45,u-72,5
2046,s-45,u-74,2
2047,s-45,u-75,3
2048,s-45,u-77,3
2049,s-45,u-78,3
2050,s-45,u-79,6
2051,s-45,u-80,2
2052,s-45,u-81,1
2053,s-45,u-83,1
2054,s-45,u-84,1
2055,s-46,u-0,6
2056,s-46,u-1,3
2057,s-46,u-10,3
2058,s-46,u-12,2
2059,s-46,u-13,7
2060,s-46,u-14,8
2061,s-46,u-15,4
2062,s-46,u-16,1
2063,s-46,u-17,2
2064,s-46,u-18,6
2065,s-46,u-19,1
2066,s-46,u-2,4
2067,s-46,u-20,4
2068,s-46,u-21,1
2069,s-46,u-22,7
2070,s-46,u-23,4
2071,s-46,u-24,1
2072,s-46,u-26,2
2073,s-46,u-28,9
2074,s-46,u-29,4
2075,s-46,u-3,2
2076,s-46,u-30,8
2077,s-46,u-31,6
2078,s-46,u-32,6
2079,s-46,u-35,4
2080,s-46,u-36,1
2081,s-46,u-37,1
2082,s-46,u-38,2
2083,s-46,u-39,1
2084,s-46,u-4,3
2085,s-46,u-42,1
2086,s-46,u-43,2
2087,s-46,u-44,2
2088,s-46,u-46,4
2089,s-46,u-47,2
2090,s-46,u-48,2
2091,s-46,u-49,3
2092,s-46,u-5,3
2093,s-46,u-51,3
2094,s-46,u-53,5
2095,s-46,u-54,2
2096,s-46,u-55,2
2097,s-46,u-56,1
2098,s-46,u-57,25
2099,s-46,u-58,3
2100,s-46,u-59,10
2101,s-46,u-60,1
2102,s-46,u-61,2
2103,s-46,u-62,5
2104,s-46,u-63,14
2105,s-46,u-64,4
2106,s-46,u-65,3
2107,s-46,u-66,2
2108,s-46,u-67,3
2109,s-46,u-68,7
2110,s-46,u-7,2
2111,s-46,u-70,17
2112,s-46,u-71,3
2113,s-46,u-72,4
2114,s-46,u-73,2
2115,s-46,u-74,3
2116,s-46,u-75,5
2117,s-46,u-76,1
2118,s-46,u-77,6
2119,s-46,u-78,4
2120,s-46,u-79,4
2121,s-46,u-8,1
2122,s-46,u-80,3
2123,s-46,u-81,2
2124,s-46,u-9,2
2125,s-47,u-0,6
2126,s-47,u-1,1
2127,s-47,u-12,1
2128,s-47,u-13,6
2129,s-47,u-14,5
2130,s-47,u-15,1
2131,s-47,u-18,3
2132,s-47,u-19,1
2133,s-47,u-2,8
2134,s-47,u-20,5
2135,s-47,u-22,3
2136,s-47,u-23,6
2137,s-47,u-28,7
2138,s-47,u-29,3
2139,s-47,u-30,3
2140,s-47,u-31,3
2141,s-47,u-32,2
2142,s-47,u-33,2
2143,s-47,u-34,2
2144,s-47,u-35,5
2145,s-47,u-37,2
2146,s-47,u-40,1
2147,s-47,u-42,1
2148,s-47,u-43,2
2149,s-47,u-44,1
2150,s-47,u-45,1
2151,s-47,u-46,3
2152,s-47,u-47,3
2153,s-47,u-48,1
2154,s-47,u-5,1
2155,s-47,u-51,3
2156,s-47,u-53,9
2157,s-47,u-56,2
2158,s-47,u-57,20
2159,s-47,u-58,2
2160,s-47,u-59,2
2161,s-47,u-61,1
2162,s-47,u-62,1
2163,s-47,u-63,6
2164,s-47,u-64,5
2165,s-47,u-65,3
2166,s-47,u-66,3
2167,s-47,u-67,1
2168,s-47,u-68,2
2169,s-47,u-69,5
2170,s-47,u-7,2
2171,s-47,u-70,12
2172,s-47,u-71,2
2173,s-47,u-72,2
2174,s-47,u-75,2
2175,s-47,u-77,6
2176,s-47,u-79,2
2177,s-47,u-8,1
2178,s-47,u-80,2
2179,s-47,u-81,2
2180,s-47,u-82,2
2181,s-47,u-84,1
2182,s-47,u-9,2
2183,s-48,u-0,2
2184,s-48,u-14,2
2185,s-48,u-15,2
2186,s-48,u-18,2
2187,s-48,u-22,1
2188,s-48,u-23,1
2189,s-48,u-29,2
2190,s-48,u-30,2
2191,s-48,u-42,1
2192,s-48,u-43,1
2193,s-48,u-47,2
2194,s-48,u-53,1
2195,s-48,u-54,1
2196,s-48,u-57,5
2197,s-48,u-62,2
2198,s-48,u-65,1
2199,s-48,u-70,1
2200,s-48,u-74,1
2201,s-48,u-78,1
2202,s-48,u-79,1
2203,s-48,u-80,1
2204,s-49,u-0,1
2205,s-49,u-1,1
2206,s-49,u-13,2
2207,s-49,u-14,1
