,utterenaces
u-68,"['thank you can i have the reference number for that reservation please', 'i want to leave on sunday', 'i m also looking for a place to stay', 'thank you that is all i need for to today', 'no are there any swimming pools on the east side of town', 'i m sorry i may have confused you i would want to go from petersborough to cambridge on saturday and arrive by 1300 so anything that will get me there before that', 'in the moderate price range', 'sure please book it for 3 people we ll arrive tuesday and stay for 2 nights', 'i would like to leave the hotel by 1100', 'ok great that s all i needed thank you']"
u-69,"['thank you for all your help today', 'you too have a great day', 'that s all i need now thanks', 'i want to leave the restaurant at 0430 my destination is cambridge artworks please give me car type and contact info', 'that is all thanks have a nice day bye', 'i want to find a cheap italian restaurant can you help me out', 'can i get the address please', 'i am in broxbourne and need to travel to cambridge on friday', 'no you have helped me tremendously thank you', 'please book that for me for today thank you']"
u-70,"['you ve given me everything i need thanks goodbye', 'are they in the east or centre', 'i do nt want to book at this time just the information so that s all thanks', 'i am looking for the addenbrookes hospital the hospital should have the paediatric clinic department', 'i was goona ask to search for international but it sounds like their isnt an option with a cheap price lets go with nando s', 'please book reservation for 2 people at 1600 on friday send me the reference number', 'yes i need to find a place to stay with a 4 star rating in the center of town please', 'the centre please', 'starting on wednesday please 2 nights for 2 people', 'what are the prices like there']"
u-71,"['the most important thing is that it gets me to the restaurant in time for the reservation i can leave the hotel whenever necessary', 'thank you for all your help', 'let s try a hotel type with free parking in the centre of town with a star of 2', 'i m looking for a train that goes to cambridge on saturday', 'the oak bistro for 5 people on sunday at 1645 also i am looking for a 3 star hotel in the expensive price range with free parking', 'i want to leave the riverboat georgina by 2330 please', 'i wold like to book a room near downtown that has wifi and a free parking', 'awesome you were a huge help thanks', 'it does nt matter what time i leave as long as i m there by 1645', 'i m looking for a place to stay do you have any suggestions']"
u-72,"['i am planning to travel on thursday', 'awesome can i get the phone number postcode and area for that', 'yes but the place needs to have free wifi as well', 'do they have free parking', 'i am looking for places to go in cambridge a type of a boat', 'a guesthouse would be fine', 'no thank you good bye', 'yes that s it good bye', 'let s go with 1324 please give me the arrival time and train id', 'i m looking for a hotel with free wifi']"
u-73,"['that does nt actually matter you can choose the one you most recommend and then please tell me the phone number and postcode', 'is 1115 on saturday available', 'could you also get me a taxi that arrives at the restaurant by the booked time', 'i m needing a place to eat on the eastside', 'great i am also looking to find the arbury lodge guesthouse', 'ok that is all the information i need thank you', 'i will be departing from leicester on friday', 'i need a hotel with free parking and a four star rating should also be in the east', 'i want to go to london kings cross and would depart from cambridge', 'that s okay how about indian']"
u-74,"['i am looking for the addenbrookes hospital with hepatology department', 'thank you for the helpful information', 'i ll take what ever you have first but i ll need the entrance fee please', 'i m looking for a place to stay that s moderately priced and has a threestar rating', 'not sure yet does either have free parking i also need free wifi', 'i am sorry yes please book from the funky house to the hotel', 'that will be all thank you goodbye', 'i was told i need to do something at the parkside police station can you give me some info about it', 'please give me directions to the parkside police station', 'no that was all i needed thanks again']"
u-75,"['that sounds good please book me a room for 1 person staying 4 nights starting from saturday', 'at this point i ll take what i can get book it', 'yes please book a space for one', 'no that is it goodbye', 'no that s all i need for today thank you so much', 'are there any four star guesthouses in the south', 'thanks i will need a taxi too please i d to leave the hotel by 1030 to head to the gallery', 'departing from cambridge and going to london liverpool street leaving wednesday and want to arrive by 0945', 'thank you that was all i needed', 'yes the west please']"
u-76,"['there are no 4 star hotels or guesthouses in the east available for 3 people for 2 nights starting on thursday', 'you have it booked then', 'area does nt matter as long as it is a hotel type with parking and expensive', 'can you found me a swimming pool in the south part of town', 'i m looking for a restaurant in the center of town that is in the moderate price range', 'yes one of those would be fun can you get me their postcode and phone number', 'i need information on the fitzwilliam museum', 'i would like to book 5 nights on sunday for 5', 'i will after the boat ride i ll need a place to put my head down so please find me a moderately priced hotel', 'i would like a cheap restaurant in the centre of town any suggestions']"
u-77,"['vietnamese please give me their address and phone number as well', 'please book it for 5 people and 4 nights starting sunday', 'how about indian food i hear there are some good indian places in cambridge', 'great i m also looking for a boat type of attraction in town is there anything like that', 'i need to book for 3 people on 3 nights starting tuesday', 'then book for 1 people and 4 nights starting monday give me reference number', 'just me thank you', 'yes please book it for 4 people at 1115 on monday', 'i d like a taxi from the hotel to the museum i want to leave the hotel by 1900 book it please and give me the contact number and car type', 'i ca nt wait to try it i m not ready to make a reservation yet thanks for your help i ll call back goodbye']"
u-78,"['would you be able to recommend a museum', 'perfect that s all i need see you later bye', 'are there any museums in cambridge', 'please can you also provide the address with postcode and the phone number i d like to jot it down in case i get lost', 'am looking for places to go in town the attraction should be in the type of museum', 'no i would like for it to be 4 stars is there another area you can check', 'i need to find a restaurant in anatolia', 'that will be all thanks so much for all your help', 'no thanks that will be all goodbye', 'great i need to make a reservation for saturday']"
u-79,"['i want to leave the park by 1015', 'wonderful you made me excited for this trip now ca nt wait that is everything thank you', 'what are the available options', 'yes the phone number would be fantastic thank you', 'i am looking for italian restaurants in cambridge in the cheap price range', 'i would like a architecture place to visit', 'thanks so much goodbye', 'what attraction type is that i am also interested in finding a restaurant in the west as well', 'i would like something cheap and a 4star rated guesthouse would be better', 'i want to visit a college in the centre of town']"
u-80,"['not really can you book one of them for friday for me', 'thank you that will be all', 'i looking as well for a restaurant in the same price range as the hotel located in the centre', 'how about one that serves british food', 'okay pick one for me please it should be in the west', 'i need to be dropped off at bridge guest house', 'on thursday please can i have the reference number once it s booked', 'i ll need it booked for 8 people', 'i ll do that later once i find out how many people can make it thank you for all your help', 'museums or theaters thank you']"
u-81,"['no thank you for your assistance', 'it should have star of 0 and should be in the expensive range', 'thank you for your help that is all i need for today', 'great thanks so much', 'is this in the centre i d like something in the centre if possible', 'is it in the same area as the museum', 'can you please find me cinemas', 'yes if i could please get the reference number', 'no i ll take your recommendation i do need postcode address and phone number please', 'good morning i am planning a trip in cambridge and i m looking for places to go in town']"
u-82,"['i want to eat thai food', 'yes please for 2 nights', 'i have the hotel and the taxi already', 'can you help me find a train leaving on saturday departing from london kings cross', 'i would like something fun to do in the middle of town', 'that should be all thank you very much', 'can you try looking in the south then', 'i think you re mistaken i need a taxi going to cambridge punter', 'the area does nt matter i just need to make sure i have a place to stay for 4 nights starting saturday', 'what is the postcode for the hotel i would also like to visit a museum']"
u-83,"['do either of them have a star rating of 4', 'i need to get out of the city on friday can you find me a train', 'i would prefer the south side of cambridge', 'i need to leave the attraction by 330', '1615 please thank you', 'i need a train into cambridge that will arrive by 1430', 'i m planning a trip in cambridge can you give me train information', 'ok can you send me the address and area of aylesbray lodge i am also looking for a restaurant called royal spice', 'please locate me an italian restaurant in the centre area', 'mexican sounds good']"
u-84,"['it depends i m looking for a hotel with free parking and internet if those amenities are available i would like more information including the postcode and area please', 'yes what are the other options', 'oh sorry i would like to leave the museum by 1115', 'do they offer free parking', 'hi i am looking to find a guesthouse to stay at and it does not need to have internet', 'i m looking for some boats in the east actually', 'i m sorry i forgot to specify that i need 6 tickets could you change that for me', 'thank you very much for your help', 'i am going to bishops storford', 'i am looking for a train to stevenage']"
s-0,"['at what time should it leave', 'booking was successful reference number is 9upu6tfe can i help you with anything else today', 'if you take the tr8224 you ll get to bishop s stortford at 1207', 'their phone number is 01223356354 do you need anything else', 'tr5488 will depart norwich at 1816 on tuesday arriving in cambridge at 1935 would you like to book passage', 'i am sorry it appears that the hotel does not have anything available would you like to try a shorter stay or a different check in date', 'the man on the moon is a fantastic concerthall located in the centre at 2 norfolk street postcode cb12lf i do nt have an entrance fee available but you could call 01223474144', 'you re welcome please feel free to let us know if there s anything else we can assist you with', 'yes how many days will you want to stay', 'curry garden is a nice place do you want their info']"
s-1,"['have a wonderful day', 'i would be happy to help there are lots of great restaurants in town do you what to try a particular type of food', 'there are several restaurants what type of food would you like', 'have a good day', 'i will book it for you now', 'there are 5 trains available leaving at 1559 1759 1959 2159 and 2359 they all take 88 minutes and cost 1660 pounds', 'you are booked your car is a red audi and contact number is 07727005105', 'i m sorry for the mixup your taxi is a white lexus the contact number is 07770889191 is there anything else', 'you can contact them at parkside cambridge cb11jg', 'hotel du vin and bistro serves european food in the moderate price range it is located at 15 19 trumpington street would you like to reserve a table']"
s-2,"['just to confirm you wanted picked up at alexander bed and breakfast correct', 'booking for tr6034 was successful for one person your total fee is 3024 gbp payable at the station and your reference number is a1e9mygc', 'there are 5 theatres 4 in the centre and 1 in the south there are no fees listed would you like information on any of these', 'i m sorry but there are nt any cinemas in the west would you like to try another location', 'booking completed booked car type white toyota contact number 07915745196', 'there are 19 entries found where would you be coming from', 'okay thanks for using our service', 'its been my pleasure if there s anything else i can help you with please let me know otherwise have a great day', 'we are happy to help thank you for using our service have all of your needs been met', 'addensbrookes hospital offers medicine for the elderly would you like more information about it']"
s-3,"['of course would you prefer italian at pizza hut cherry hinton or restaurant alimentum that serves modern european', 'i would recommend the fourstar alexander bed and breakfast it is a cheap offering in the centre and it has wifi', '01223 356555 is the number', 'the total travel time is 79 minutes can i do anything else for you today', 'wonderful the address of the hotpot is 66 chesterton road chesterton and their telephone number is 01223366552 i can help you get a taxi there if you like', 'okay i have a grey honda you re contact number is 07736905918 is there anything else you need', 'enjoy your visit', 'leverton house is a guesthouse located in the east area it s a 4 star hotel in the cheap price range they offer internet and parking their phone number is 01223292094', 'you re welcome goodbye', 'thank you for using our services']"
s-4,"['there are 21 hotels that meet your needs would you like to narrow your search by area andor price range', 'the booking was unsuccessful would another day or time work', 'yes that is mkl2a4kd is there anything else i can help you with today', 'what will be your departure site', 'we have several options that match your criteria across town before i recommend something please tell me your budget range', 'i ve booked j s your reference number is zb61ez13 do you need any more assistance', 'cb58bs jesus lane', 'unfortunately the rooms are unavailable for that day and time can i try a shorter stay for you or possibly a different day', 'i was unable to find any northern european restaurants', 'tr0521 will depart at 1340 and arrive at 1408 the 28 minute trip will cost 1010 pounds would you like to book a ticket']"
s-5,"['you are welcome thank you for calling cambridge towninfo centre goodbye', 'you booking was successful the table will be reserved for 15 minutes reference number is wyzgxovq', 'booking is complete your reference number is uqg3wi8i do you need anything else', 'as i mentioned earlier the only options in the south that are cheap are the lucky star chinese and nando s portuguese do you want me to search another area or price', 'how about the vue cinema located in the centre of town', 'the gardenia should meet your needs', 'what day would you like to travel by train', 'they offer free entrance is there anything else i can do for you', 'okay where would you like to go', 'yes the allenbell is in east cambridge would you like me to book a room']"
s-6,"['we have alexander bed and breakfast guesthouse and university arms hotel do you have an interest in either', 'there are 3 hotels in center is there a price range you prefer', 'little saint maryschurch 01223366202', 'certainly there are 44 attraction in the town centre do you have a type of attraction you would like to visit', 'you re welcome thanks for contacting us goodbye', 'ok i have booked 5 tickets from cambridge to broxbourne on tr5517 departing at 801 monday the total is 895 gbp and is payable at the station', 'the copper kettle is a british type located in the centre area and moderately priced would you like to book a table', 'the byard art museum located in the south area of town is very nice would you like information about it', 'alright what time would you like to leave', 'you are set looking for a grey honda if any issues they can be reached at 07880531518']"
s-7,"['yes and they are a number without', 'no problem i ve arranged for a blue ford to pick you up at all saints in time to reach the restaurant at 1 pm the number is 07245127340 anything else', 'i have you booked on the tr0637 train the total cost is 1660 gbp and the reference number is kqmhcznl is there anything else that i can help you with', 'enjoy your visit let us know if we can be of any further assistance', 'sorry about that there are actually 12 options here the first train is tr6162 which leaves at 1201', 'ok i can help you find a train where will you be departing from', 'sure i have their info what would you like to know', 'your hotel booking was successful reference number is 1y395k30 as for the taxi be expecting a white lexus their contact number is 07735778206 should you need it', 'their postcode is cb11ps could i help you with anything else today', 'it is in the centre and it is free to enter would you like to know anything else']"
s-8,"['booking was successful and it will be a red toyota contact number is 07791600015 is there anything else i can assist you with', 'there is a japanese restaurant called wagamama in the centre of town', 'okay great have a great trip goodbye', 'yes they have free parking as well as free wifi', 'when will you arrive and how many days will you be staying', 'your are booked for 4 nights your reference number is yt12cf24 can i help you with anything else today', 'the tr7213 gets you there at 0608 need a ticket', 'i have a train that arrives at 1354 how many seats would you like', 'the postcode is cb21sj', 'their phone number is 01223307581 and their address is 84 regent street city centre would you like me to make a reservation']"
s-9,"['when are you wanting to arrive', 'definitely all saints church is a great place to visit and it s free', 'their address is 36 saint andrews street and their phone number is 01223 462354', 'i can do that i just need to know what time you want to leave or arrive', 'of course what will the number of guest and the duration of your stay be', 'their address is market street and their number is 01223355397 do you need anything else today', 'where will you be going to', 'i recommend tr1110 it will arrive in cambridge at 2008 on friday i can book passage for you if you let me know how many tickets you need', 'booked you pay 66 gbp at the station reference number z66eg4l8', 'sure thing can i help you with anything else']"
s-10,"['sure there are 5 colleges in the west part of town how about clare college', 'sure their phone is 01223244955 postcode cb58rg and address is 7 barnwell road fen ditton is there anything else i can help with', 'the huntingdon marriott has free wifi as well', 'you take care now if you need anything else do nt hesitate to call', 'you re quite welcome thanks for contacting the cambridge towninfo centre and have a great day', 'addenbrookes hospital is located in hills rd cambridge postcode cb20qq they have an infectious diseases department and their number is 01223217314 would you like to book an appointment with them', 'we are happy to help do you need further assistance', 'thank you have a great day', 'i have train tr3343 arriving at london kings cross tuesday at 700 shall i book that for you', 'what day and time do you want to travel']"
s-11,"['phone number is 01223452587 and postcode is cb58bs', 'i have located the grafton hotel restaurant would you like more info or a booking', 'let me see what i can find', 'i am glad i can help enjoy', 'there are two swimming pools in the north there are no hotels with 4 stars moderate price range internet and free wifi would you like to change your search', 'okay your contact number is 07950726501 your car is a grey bmw', 'the address is 41518 castle street city centre and the postcode is cb30ah', 'when will you start your stay', 'i have the alexander bed and breakfast it is cheap and offers free wifi and parking', 'the train departs cambridge at 1306']"
s-12,"['it is found in the east 1517 norman way coldhams business park you can call them on 01223866800', 'thank you for contacting cambridge towninfo centre goodbye', 'no problem i just need to know what time you wish to get there and where you ll be arriving from', 'i have two entertainment venues in the south i have nusha and tenpin would you like their phone numbers', 'of course how many tickets will you need', 'addenbrookes hospital is located at hills rd cambridge they have the department you re looking for would you like the phone number', 'there are many options available to you on friday where would you be leaving from', 'addenbrookes hospital is located at hills rd cambridge postcode cb20qq do you need any further information', 'the booking was successful the table will be reserved for 15 minutesreference number is ulswhgvk anything else', 'the sesame restaurant and bar serves chinese food located in the centre area at hills road city centre postal code cb21nw17 you can contact them at this phone number 01223358899']"
s-13,"['sure how many people will staying', 'there is nothing on the west side do you want another area', 'is there anything else i can help you with', 'booking was unsuccessful can i try another day or a shorter stay', 'i d be glad to we have 13 colleges in the centre most are free to visit such as christ s college over on saint andrew s street', 'there are 44 wonderful attractions in the centre area do you have a specific interest in mind or would you like me to make some suggestions', 'you re welcome thank you for calling the cambridge towninfo centre have a great day', 'how about the missing sock they serve international food at finders corner newmarket road postal code cb 25 9 aq', 'i just need more information to find the perfect place for you what area are you interested in staying in and the price range', 'you are welcome enjoy your stay']"
s-14,"['how many tickets would you like me to book', 'the phone number for churchill college is 01223336233 what time do you need a taxi', 'no there are two moderately priced restaurants with international cuisine in the centre of town would you like to hear about those', 'is there anything else i can do for you today', 'the postcode for the parkside police station is cb11jg can i help you with anything else', 'there are several italian european and chinese restaurants in that area would you like one of those options', 'which day would you like the reservation for', 'yes great spot would you like for me to book', 'cityroomz is a 0 star hotel in the centre with no parking available it is moderately priced would you like me to make a reservation for you', 'i booked you with a white honda taxi service their phone number is 07540747460']"
s-15,"['there are over 40 attractions in city centre do you have any ideas on what type of attraction you d like to visit', 'education is a core of industry in cambridge we have 18 college any preference by area', 'there are 7 guesthouses and 1 hotel meeting your needs do you have an area preference', 'wonderful that restaurant is located at market hill city centre and the telephone number is 01223352607 can i help you with anything else', 'the address is market square and the postcode is cb23pq', 'i have successfully booked it your table will be reserved for 15 minutes starting at 715 pm your reference number is x4tb06r2', 'sure aylesbray lodge guest house phone number 01223240089 postcode cb17sr and price range moderate', 'there is a train leaving at 506 and arriving at 0556 for 1320 pounds would you like me to book this for you', 'okay i can help you with that what area would you like to stay in', 'the main hpospital number is 0122324515 the number for their gastroenterology department is 01223274284']"
s-16,"['i have five restaurants that offer european foods 3 at the center 1 on west and that other one on the north which are do you prefer', 'okay have a wonderful day then goodbye', 'booking completed booked car type white honda contact number 07694199231', 'both restaurants are cheap if you are interested in a more expensive restaurant would you like me to check a different type of food', 'yes the phone number is 01223351241 and the postcode is cb21ad may i help you with anything else', 'i hope you enjoy your stay have a good day', 'yes you might want to try the gallery at twelve a high street in fulbourn', 'the vehicle is a white ford and the contact number is 07362646740']"
s-17,"['i can help with that what sort of information do you need', 'your reference number is sirfmx3o may i help you with anything else today', 'there are 21 great places to choose from do you have a certain type of restaurant you are looking for perhaps italian or european', 'would you like me to suggest one for you', 'i m sorry it s in the cheap price range nearby you have cineworld cinema nusha tenpin byard art the place the junction and two parks did you want to book that table', 'i have two choices for you do you need parking', 'fantastic your reservation went through smoothly here is your reference number jjweo8zh they will keep the table reserved for 15 minutes for you can i help with anything else', 'i m afraid that s all we ve got', 'they are in parkside you can reach them at phone number 01223358966', 'i do nt think you want a taxi but here s the address hills rd cambridge']"
s-18,"['your booking for 7 at 1415 was successful the reference number is 38pzhljo may we help you with anything else', 'i have book a table for four at curry king for sunday at 1345 the reference number is 16lcxad5 can i help with anything else', 'you re welcome goodbye', 'i am glad i can help enjoy your stay', 'can you tell me how many guests and what time you would like the reservation for', 'warkworth house is a 4 star moderately priced guesthouse on the eastside it offers free wifi and parking would you like the address or phone number', 'they offer free admission is there any other information i can provide for you', 'i m sorry that is not available could you possibly shorten your stay also this is a guesthouse were you looking for a hotel room instead', 'i have booked you and another person for this saturday for 4 nights', 'thanks for calling have a wonderful day']"
s-19,"['the are 11 entries found for museum at the center of town would you like the first listing', 'i am terribly sorry there are nt any another type perhaps', 'booking was successful reference number is xgdp2o4h is there anything else', 'you re welcome enjoy your day', 'i have booked you a room here is the informationbooking was successful reference number is czq8ccgz any thing else i can help you with', 'the tr0635 leaves at 0929 tickets cost 1010 pounds and the duration of the journey is just 38 minutes would you like me to book you a seat', 'i have reserved your room the reference number is 0l7ykihn can i do anything else for you today', 'i have three places fitting that shall i book one', 'worth house is a guesthouse on the north side it is in the cheap price range but has four stars would you like me to book you a room', 'yeah happy to assist let us know if there is anything else you need']"
s-20,"['there are several cheap chinese restaurants would you prefer any certain area of town', 'at 2016 a train leaves for cambridge duration of which is 79 minutes', 'sure i really enjoy castle galleries it s conveniently located in the town centre and has free admission', 'your 2 seats are reserved on the tr4977 departing birmingham new street on wednesday at 1740 arriving cambridge at 2023 reference number is ulz1r0xv what else may i assist you with', 'i found an entertainment venue called whale of at time in the west does this interest you', 'actually they have free entrance they are located at wandlebury ring gog magog hills babraham their phone number is 01223243830 their postcode is cb223ae', 'i have booked a yellow lexus contact number 07327430362 can i help you with anything else', 'i have found 13 of them can you please be more specific about what you would like', 'booking was successful reference number is tgfjkymx may i help you with anything else', 'great is there anything else i can assist you with']"
s-21,"['there are two restaurants antolia and efes restaurant need a reservation', 'it was a pleasure serving you i do so hope that your stay in cambridge is pleasant goodbye', 'unfortunately i do not have any that are in the expensive range i have several 4star moderately priced hotels or can i look for something else for you', 'have a nice day goodbye', 'thank you for using our site and let us know if you need anything else in the future', 'i m sorry there are no hotels or guest houses matching that criteria', 'do you have any location in mind', 'the contact number is 07421146417 do you need help with anything else', 'i have booked that taxi and your contact number is 0707064481 please look for a black ford', 'you re welcome goodbye']"
s-22,"['booking was sucessful your reference number is iah92t2m', 'you are welcome thanks for using towninfo centre goodbye', 'what day will you be traveling', 'great thank you for using our services', 'thank you for contacting cambridge towninfo centre i hope you have a pleasant trip goodbye', 'thank you for calling enjoy goodbye', 'how about nusha it s located in the south', 'sure i can do that how many tickets would you like me to book', 'i have museums boating excursions basic entertainments parks and swimming pools any of these spark your interest', 'what about the hotel du vin and bistro at 15 19 trumpington street']"
s-23,"['what time would you like to arrive at castle galleries', 'thank you for contacting cambridge towninfo centre goodbye', 'i m so sorry but we do nt have anything that exactly matches that since you want a 0 star how about a cheap guesthouse called el shaddai in the centre', 'glad to be of help goodbye', 'great news booking was successful they will hold the table for 15 mins and your reference number is jjweo8zh is there anything else i can help you with', 'how about broughton house gallery it s located in the centre at 98 king street', 'the vehicle is a red toyota and the contact number is 07975650710', 'i have a lot of trains heading into cambridge do you know what day and time you ll be traveling', 'the phone number is 01223464646 what else can i assist with', 'thank you for choosing our service enjoy your stay in cambridge goodbye']"
s-24,"['23 castle street and its a museum', 'how many people will be staying with you and what day would you like to reserve your hotel room', 'their postcode is cb58sx can i help you with anything else today', 'the tenpin is located at cambridge leisure park clifton way the phone number is 08715501010 and the post cod is cb17dy', 'would you like a recommendation or would you like to narrow the search first', 'thank you please contact us if we can assist you further', 'you can call them at 01223355159 and they are located at 23 castle street can i help with anything more today', 'unfortunately there are no moderately priced restaurants serving british food on the north side would you like me to look in another part of town', 'the camboats are located in the east how s that', 'yes abbey pool and astroturf pitch is in the east on pool way whitehill road off newmarket road can i help you with anything else']"
s-25,"['the broughton house gallery is in centre the phone number is 01223314960 and the postcode is cb11ln', 'i do not know the entrance fee you can call 08451962320 for more information', 'thank you for using our services have a great day', 'thank you for using our service', 'will the taxi be picking you up at the hotel or at the museum', 'addenbrookes hospital has a medical decisions unit it is at hills rd cambridge', 'we do not have any located in centre cambridge we do have 14 locations in the area that offer moderate pricing and internet is there a better area', 'okay let s narrow down your options which area of town do you prefer', 'the gonville hotel is located in the centre and is in the expensive price range would you like me to try to book', 'i was able to book the room for you the reference number is hqka3tbw can i help you with anything else']"
s-26,"['congratulations that was successful your reference number is op06yquu', 'there are a total of 5 different places to stay that are expensive is there a certain area of town you would like to stay in', 'i have a cinema nightclub or museumjust to name a few any preferences', 'it was my pleasure have a good evening', 'great thank you so much for using our system today', 'the phone number is 01223902088 is there anything else i can assist you with', 'there are two indian restaurants and one italian restaurant in that area and price range do you have a preference for type of food', 'i was able to book that for you be expecting a yellow skoda should you need to reach them please call 07153240944', 'the train ticket will cost you 1010 pounds', 'you re welcome thanks for contacting cambridge towninfo centre']"
s-27,"['sure pizza express regent street city centre cb21db 01223324033 would you like to book a table there', 'you re very welcome will there be anything else', 'vue cinema is a great place in the centre of town for movies or there s ballare which is a great nightclub', 'do you have a side of town you d like to stay in', 'there s nothing that says there will be a church event on monday or any other day', 'i have severail trains departing from cambridge where would the destination be', 'okay you re oh so welcome have a wonderful visit', 'how many people are you booking for', 'there are 11 all with free entrance would you like me to recommend one', 'i have booked the worth house for you the reference number is g7tdbiju is there anything else i can help you with']"
s-28,"['i have a and b guest house in the east does that sound good i can help you book a room there if you d like', 'there are 16 to choose from does price range or area matter to you', 'there are many expensive restaurants in the city do you have an area or type of cuisine that you d prefer', 'thank you for your patience i was able to get the booking to go through this time the reference number is 29iyannc', 'booking was successful reference number is 40n5i5fn anything else i could help you with', 'their phone number is 01223365664 and their addres is 156 chesterton road postcode cb4 1da anything else i can help with', 'i can book a table for you at the oak bistro they are moderately priced and you wo nt be disappointed', 'it is a guesthouse', 'the phone number for the kirkwood house is 01223306283 may i assist you with anything else today', 'booking was successful reference number is iv8nujou anything else']"
s-29,"['thank you for using the cambridge towninfo centre today and enjoy your stay in cambridge', 'i have a train that leaves london kings cross at 0500 and arrives by 0551 at a price of 1888 pounds is that ok', 'okay there are four museums in that area i recommend the cambridge artworks it is free admission', 'there are three guesthouses to choose from in the south do you have a preference about price range or star rating', 'castle galleries has free entry their phone number is 01223307402 postcode cb23bj and address unit su43 grande arcade saint andrews street', 'ok have a great day', 'where will you be leaving from and what is your destination', 'it is a nightclub located on the centre where the entrance fee is 5 pounds', 'booking was successful the total fee is 24192 gbp payable at the station reference number is bzx66ova can i further assist you today', 'the broughton house gallery is a great museum in the centre it s free to get in and it s located at 98 king street can i help with anything else']"
s-30,"['alright i ll fix it for you', 'tr9561 departs at 1734 does that work for you', 'i can get you a train arriving at cambridge at 1207 how many tickets will you be needing', 'great you might like milton country park in the north it has free entrance would you like more information', 'university arms hotel is both expensive and offers free parking would you like me to book a reservation for you', 'they do they are located in the centre would you like me to make you a reservation', 'you re quite welcome thanks for contacting cambridge towninfo centre and have a great day', 'their phone number is 01223446104 and postcode cb18dw the university arms hotel is available and it includes both internet and parking', 'the phone number for kymmoy is 01223 311911 would you like any additional information', 'i found 14 for you do you have a specific area you d like']"
s-31,"['absolutely their phone number is 01223358966', 'ok when and where are you leaving from', 'sure acorn guest house has 4 stars would you like me to book it', 'there is no entrance fee would you like the phone number', 'you too please let us know if you need anything else', 'would you like to stay at rosa s it s a cheap guesthouse', 'i m sorry there is no train leaving from london live to cambridge on friday by 845 would you like to try a different day or time', 'goodbye', 'yes it does the phone number is 01223596066', 'there are 79 attractions including theaters swimming pools parks museums and entertainments do you need a certain area']"
s-32,"['i was able to book you a room for 3 for 3 nights starting thursday your reference number is mhtjjn91', 'which area of town will you be staying in', 'how many tickets please', 'all of them have a 4star rating and offer free wifi and free parking can i book a room for you at one of them', 'i have 70 trains departing from that location do you have any more information to narrow it down some', 'what day will you travel', 'i d recommend the acorn guest house which is on 154 chesterton road do you need any other information', 'what area would you like to be in', 'i m sorry but there are no restaurants serving christmas food can i find anything else', 'what area of town would be your preference']"
s-33,"['the postcode is cb17dy and the phone number is 01223323737', 'excellent can i help you with anything else today', 'yes of course the address is magdalene street and the phone number is 01223332138 is there anything else i can help you with', 'there are 13 to choose from are you looking for one with free admission', 'sure what would you like to know', 'thanks a lot welcome again', 'your taxi has been booked look for a blue toyota the contact number is 07852954476 anything else', 'yes that it correct', 'sure your all set for the acorn house your confirmation number is c9bfup76 anything else today', 'club salsa is a fun nightclub in city centre the address is 1 station road is this the type if attraction you were interested in']"
s-34,"['then i would recommend rosa s bed and breakfast a cheap 4 star guesthouse do you need more information', 'sure thing is there a specific time you need to leave', 'we have over 110 restaurants to choose from can you tell me what your pricerange andor style of food might be to narrow it down', 'take care and call us back if you need anything else', 'the west is home to 7 museums entrance fees are either free or 350 pounds i personally recommend kettle s yard', 'i just doublechecked and it s not listed here i m terribly sorry', 'what price range guesthouse would you like', 'what would you like to know', 'the first train after that time on thursday is the tr9839 leaving cambridge at 1521 arriving in leicester at 1706 would you like to book a ticket', 'great i have booked your ticket your reference number is 3tf3uigp']"
s-35,"['sure their phone number is 01223355159 anything else you d like to know', 'i recommend carolina bed and breakfast it s located close to where you ll be dining and is moderately priced their address is 138 perne road and their phone number is 01223247015', 'just to clarify would you like to arrive at milton country park by 1015 or leave the park by 1015', 'there are 10 trains tr9448 leaves at 554 would that work for you', 'what time would you like to leave or arrive by', 'yes i can do that for you what day do you want to book the hotel', 'you are welcome please call us back if we can help you any further', 'da vinci pizzeria is the only cheap italian restaurant in the north located at 20 milton road chesterton would you like to reserve a table', 'i found 21 restaurants available do you have a type of food you would prefer', 'i apologize but the entrance fee for riverboat georgina is unlisted their phone number is 01223902091 is there anything else i can do to help you']"
s-36,"['i have quite a few what price range were you looking at', 'tr8935 leaves at 719 and will arrive at 809 would you like me to book it', 'you re welcome bye', 'the parkside police station phone number is 01223358966 the police station is located in cambridge post code cb11jg would you like some help to get to the police station', 'you are all set for 1115 the car will be a white audi and they can be reached at 07467849660', 'the huntingdon marriott hotel is on kingfisher way near the hinchinbrook business park would you like me to make a reservation', 'do you need any further assistance today', 'it is a college the admission fee is 250 pounds what type of cuisine would you like to dine on in the west', 'there are a total of 12 trains that fit that criteria would a train that departs at 1532 and arrives by 1632 work for you', 'there are eleven museums there i would recommend the castle galleries located at unit su43 grand arcade saint andrews street entrance is free there too need an alternate recommendation']"
s-37,"['the contact number is 07833391546 do you have any other questions', 'you are welcome have a great day good bye', 'that s a 4star guesthouse in the city centre they offer free wifi and parking would you like me to make a reservation for you', 'i was able to book your table your reference number is osagfn8w', 'holy trinity church is in the centre area on market street', 'how about the acorn guest house', 'both the ashley hotel and the lovell lodge fit that bill they are both pretty similar do you have any preference', 'what area are you looking to stay in', 'i have quite a few that fit your description what price range are you looking for', 'thank you enjoy your stay in cambridge']"
